,prices,locations,other
8241,      R$ 670.000    ," Rua Gervásio Fioravante - Graças, Recife - PE ",   80   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8242,      R$ 709.999    ," Rua Caio Pereira, 225 - Rosarinho, Recife - PE ",   100   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8243,      R$ 400.000    ," Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8244,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8245,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
8246,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
8247,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8248,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8249,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8250,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8251,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8252,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8253,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8254,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8255,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8256,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8257,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8258,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
8259,      R$ 630.000    ," Rua Real da Torre, 1275 - Madalena, Recife - PE ",   96   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8260,      R$ 1.500.000    ," Avenida Boa Viagem, 1616 - Boa Viagem, Recife - PE ",   223   Área m²     3   Quartos     2   Suítes     2   Banheiros     --   Vaga   
8261,      R$ 950.000    ," Rua Padre Roma, 669 - Parnamirim, Recife - PE ",   132   Área m²     3   Quartos     2   Suítes     3   Banheiros     2   Vagas   
8262,      R$ 99.999.999    ," Rua Le Parc, 100 - Imbiribeira, Recife - PE ",   141   Área m²     4   Quartos     4   Suítes     5   Banheiros     2   Vagas   
8263,      R$ 400.000    ," Estrada do Arraial, 3574 - Casa Amarela, Recife - PE ",   79   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8264,      R$ 415.000    ," Travessa Maria Carolina, 816 - Boa Viagem, Recife - PE ",   64   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8265,      R$ 550.000    ," Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE ",   104   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8266,      R$ 430.000    ," Avenida Santos Dumont - Aflitos, Recife - PE ",   90   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8267,      R$ 450.000    ," Rua Tenente Antônio João, 61 - Graças, Recife - PE ",   97   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8268,      R$ 2.300.000    ," Avenida Boa Viagem, 1662 - Boa Viagem, Recife - PE ",   218   Área m²     4   Quartos     4   Suítes     4   Banheiros     3   Vagas   
8269,      R$ 290.000    ," Avenida Visconde de Albuquerque, 186 - Madalena, Recife - PE ",   114   Área m²     4   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8270,      R$ 302.900    ," Rua Dois de Julho, 251 - Santo Amaro, Recife - PE ",   58   Área m²     2   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8271,      R$ 275.000    ," Avenida República do Líbano, 560 - Pina, Recife - PE ",   34   Área m²     1   Quarto     --   Suíte     1   Banheiro     1   Vaga   
8272,      R$ 220.000    ," Rua Japecanga, Apto. 203 - Prado, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8273,      R$ 420.000    ," Encruzilhada, Recife - PE ",   60   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8274,      R$ 1.106.000    ," Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE ",   154   Área m²     4   Quartos     4   Suítes     4   Banheiros     2   Vagas   
8275,      R$ 720.000    ," Rua Bruno Veloso, 422 - Boa Viagem, Recife - PE ",   170   Área m²     3   Quartos     1   Suíte     1   Banheiro     2   Vagas   
8276,      R$ 340.000    ," Rua Jonathas de Vasconcelos, 427 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8277,      R$ 670.000    ," Rua Gervásio Fioravante - Graças, Recife - PE ",   80   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8278,      R$ 709.999    ," Rua Caio Pereira, 225 - Rosarinho, Recife - PE ",   100   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8279,      R$ 400.000    ," Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8280,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8281,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
8282,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
8283,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8284,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8285,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8286,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8287,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8288,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8289,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8290,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8291,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8292,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8293,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8294,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
8295,      R$ 630.000    ," Rua Real da Torre, 1275 - Madalena, Recife - PE ",   96   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8296,      R$ 1.500.000    ," Avenida Boa Viagem, 1616 - Boa Viagem, Recife - PE ",   223   Área m²     3   Quartos     2   Suítes     2   Banheiros     --   Vaga   
8297,      R$ 950.000    ," Rua Padre Roma, 669 - Parnamirim, Recife - PE ",   132   Área m²     3   Quartos     2   Suítes     3   Banheiros     2   Vagas   
8298,      R$ 99.999.999    ," Rua Le Parc, 100 - Imbiribeira, Recife - PE ",   141   Área m²     4   Quartos     4   Suítes     5   Banheiros     2   Vagas   
8299,      R$ 400.000    ," Estrada do Arraial, 3574 - Casa Amarela, Recife - PE ",   79   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8300,      R$ 415.000    ," Travessa Maria Carolina, 816 - Boa Viagem, Recife - PE ",   64   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8301,      R$ 550.000    ," Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE ",   104   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8302,      R$ 430.000    ," Avenida Santos Dumont - Aflitos, Recife - PE ",   90   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8303,      R$ 450.000    ," Rua Tenente Antônio João, 61 - Graças, Recife - PE ",   97   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8304,      R$ 2.300.000    ," Avenida Boa Viagem, 1662 - Boa Viagem, Recife - PE ",   218   Área m²     4   Quartos     4   Suítes     4   Banheiros     3   Vagas   
8305,      R$ 290.000    ," Avenida Visconde de Albuquerque, 186 - Madalena, Recife - PE ",   114   Área m²     4   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8306,      R$ 302.900    ," Rua Dois de Julho, 251 - Santo Amaro, Recife - PE ",   58   Área m²     2   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8307,      R$ 275.000    ," Avenida República do Líbano, 560 - Pina, Recife - PE ",   34   Área m²     1   Quarto     --   Suíte     1   Banheiro     1   Vaga   
8308,      R$ 220.000    ," Rua Japecanga, Apto. 203 - Prado, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8309,      R$ 420.000    ," Encruzilhada, Recife - PE ",   60   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8310,      R$ 1.106.000    ," Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE ",   154   Área m²     4   Quartos     4   Suítes     4   Banheiros     2   Vagas   
8311,      R$ 720.000    ," Rua Bruno Veloso, 422 - Boa Viagem, Recife - PE ",   170   Área m²     3   Quartos     1   Suíte     1   Banheiro     2   Vagas   
8312,      R$ 340.000    ," Rua Jonathas de Vasconcelos, 427 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8313,      R$ 670.000    ," Rua Gervásio Fioravante - Graças, Recife - PE ",   80   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8314,      R$ 709.999    ," Rua Caio Pereira, 225 - Rosarinho, Recife - PE ",   100   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8315,      R$ 400.000    ," Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8316,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8317,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
8318,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
8319,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8320,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8321,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8322,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8323,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8324,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8325,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8326,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8327,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8328,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8329,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8330,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
8331,      R$ 630.000    ," Rua Real da Torre, 1275 - Madalena, Recife - PE ",   96   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8332,      R$ 1.500.000    ," Avenida Boa Viagem, 1616 - Boa Viagem, Recife - PE ",   223   Área m²     3   Quartos     2   Suítes     2   Banheiros     --   Vaga   
8333,      R$ 950.000    ," Rua Padre Roma, 669 - Parnamirim, Recife - PE ",   132   Área m²     3   Quartos     2   Suítes     3   Banheiros     2   Vagas   
8334,      R$ 99.999.999    ," Rua Le Parc, 100 - Imbiribeira, Recife - PE ",   141   Área m²     4   Quartos     4   Suítes     5   Banheiros     2   Vagas   
8335,      R$ 400.000    ," Estrada do Arraial, 3574 - Casa Amarela, Recife - PE ",   79   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8336,      R$ 415.000    ," Travessa Maria Carolina, 816 - Boa Viagem, Recife - PE ",   64   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8337,      R$ 550.000    ," Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE ",   104   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8338,      R$ 430.000    ," Avenida Santos Dumont - Aflitos, Recife - PE ",   90   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8339,      R$ 450.000    ," Rua Tenente Antônio João, 61 - Graças, Recife - PE ",   97   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8340,      R$ 2.300.000    ," Avenida Boa Viagem, 1662 - Boa Viagem, Recife - PE ",   218   Área m²     4   Quartos     4   Suítes     4   Banheiros     3   Vagas   
8341,      R$ 290.000    ," Avenida Visconde de Albuquerque, 186 - Madalena, Recife - PE ",   114   Área m²     4   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8342,      R$ 302.900    ," Rua Dois de Julho, 251 - Santo Amaro, Recife - PE ",   58   Área m²     2   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8343,      R$ 275.000    ," Avenida República do Líbano, 560 - Pina, Recife - PE ",   34   Área m²     1   Quarto     --   Suíte     1   Banheiro     1   Vaga   
8344,      R$ 220.000    ," Rua Japecanga, Apto. 203 - Prado, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8345,      R$ 420.000    ," Encruzilhada, Recife - PE ",   60   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8346,      R$ 1.106.000    ," Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE ",   154   Área m²     4   Quartos     4   Suítes     4   Banheiros     2   Vagas   
8347,      R$ 720.000    ," Rua Bruno Veloso, 422 - Boa Viagem, Recife - PE ",   170   Área m²     3   Quartos     1   Suíte     1   Banheiro     2   Vagas   
8348,      R$ 340.000    ," Rua Jonathas de Vasconcelos, 427 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8349,      R$ 670.000    ," Rua Gervásio Fioravante - Graças, Recife - PE ",   80   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8350,      R$ 709.999    ," Rua Caio Pereira, 225 - Rosarinho, Recife - PE ",   100   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8351,      R$ 400.000    ," Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8352,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8353,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
8354,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
8355,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8356,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8357,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8358,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8359,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8360,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8361,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8362,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8363,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8364,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8365,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8366,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
8367,      R$ 630.000    ," Rua Real da Torre, 1275 - Madalena, Recife - PE ",   96   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8368,      R$ 1.500.000    ," Avenida Boa Viagem, 1616 - Boa Viagem, Recife - PE ",   223   Área m²     3   Quartos     2   Suítes     2   Banheiros     --   Vaga   
8369,      R$ 950.000    ," Rua Padre Roma, 669 - Parnamirim, Recife - PE ",   132   Área m²     3   Quartos     2   Suítes     3   Banheiros     2   Vagas   
8370,      R$ 99.999.999    ," Rua Le Parc, 100 - Imbiribeira, Recife - PE ",   141   Área m²     4   Quartos     4   Suítes     5   Banheiros     2   Vagas   
8371,      R$ 400.000    ," Estrada do Arraial, 3574 - Casa Amarela, Recife - PE ",   79   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8372,      R$ 415.000    ," Travessa Maria Carolina, 816 - Boa Viagem, Recife - PE ",   64   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8373,      R$ 550.000    ," Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE ",   104   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8374,      R$ 430.000    ," Avenida Santos Dumont - Aflitos, Recife - PE ",   90   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8375,      R$ 450.000    ," Rua Tenente Antônio João, 61 - Graças, Recife - PE ",   97   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8376,      R$ 2.300.000    ," Avenida Boa Viagem, 1662 - Boa Viagem, Recife - PE ",   218   Área m²     4   Quartos     4   Suítes     4   Banheiros     3   Vagas   
8377,      R$ 290.000    ," Avenida Visconde de Albuquerque, 186 - Madalena, Recife - PE ",   114   Área m²     4   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8378,      R$ 302.900    ," Rua Dois de Julho, 251 - Santo Amaro, Recife - PE ",   58   Área m²     2   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8379,      R$ 275.000    ," Avenida República do Líbano, 560 - Pina, Recife - PE ",   34   Área m²     1   Quarto     --   Suíte     1   Banheiro     1   Vaga   
8380,      R$ 220.000    ," Rua Japecanga, Apto. 203 - Prado, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8381,      R$ 420.000    ," Encruzilhada, Recife - PE ",   60   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8382,      R$ 1.106.000    ," Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE ",   154   Área m²     4   Quartos     4   Suítes     4   Banheiros     2   Vagas   
8383,      R$ 720.000    ," Rua Bruno Veloso, 422 - Boa Viagem, Recife - PE ",   170   Área m²     3   Quartos     1   Suíte     1   Banheiro     2   Vagas   
8384,      R$ 340.000    ," Rua Jonathas de Vasconcelos, 427 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8385,      R$ 670.000    ," Rua Gervásio Fioravante - Graças, Recife - PE ",   80   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8386,      R$ 709.999    ," Rua Caio Pereira, 225 - Rosarinho, Recife - PE ",   100   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8387,      R$ 400.000    ," Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8388,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8389,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
8390,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
8391,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8392,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8393,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8394,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8395,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8396,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8397,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8398,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8399,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8400,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8401,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8402,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
8403,      R$ 630.000    ," Rua Real da Torre, 1275 - Madalena, Recife - PE ",   96   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8404,      R$ 1.500.000    ," Avenida Boa Viagem, 1616 - Boa Viagem, Recife - PE ",   223   Área m²     3   Quartos     2   Suítes     2   Banheiros     --   Vaga   
8405,      R$ 950.000    ," Rua Padre Roma, 669 - Parnamirim, Recife - PE ",   132   Área m²     3   Quartos     2   Suítes     3   Banheiros     2   Vagas   
8406,      R$ 99.999.999    ," Rua Le Parc, 100 - Imbiribeira, Recife - PE ",   141   Área m²     4   Quartos     4   Suítes     5   Banheiros     2   Vagas   
8407,      R$ 400.000    ," Estrada do Arraial, 3574 - Casa Amarela, Recife - PE ",   79   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
