,prices,locations,other
307,R$ 144.000,"Jaboatão dos Guararapes, Engenho Velho",2 quartos | 43m² | 1 vaga
308,R$ 144.000,"Paulista, Centro",2 quartos | 47m² | 1 vaga
309,R$ 120.000,"Paulista, Janga",2 quartos | 42m² | 1 vaga
310,R$ 200.000,"Paulista, Janga",3 quartos | Condomínio: R$ 100 | 2 vagas
311,R$ 141.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 53m² | 1 vaga
312,R$ 120.000,"Paulista, Janga",2 quartos | 42m² | 1 vaga
313,R$ 120.000,"Paulista, Janga",2 quartos | 42m² | 1 vaga
314,R$ 120.000,"Paulista, Janga",2 quartos | 42m² | 1 vaga
315,R$ 146.000,"Paulista, Maranguape I",2 quartos | 43m² | 2 vagas
316,R$ 141.000,"Camaragibe, Santa Mônica",2 quartos | 42m² | 1 vaga
317,R$ 410.000R$ 420.000,Ipojuca,1 quarto | 45m² | Condomínio: R$ 800 | 1 vaga
318,R$ 180.000R$ 190.000,"Recife, Encruzilhada",2 quartos | 72m² | Condomínio: R$ 568 | 1 vaga
319,R$ 195.000,"Olinda, Bairro Novo",2 quartos | 62m² | 1 vaga
320,R$ 110.000,"Paulista, Janga",2 quartos | 46m² | 1 vaga
321,R$ 135.000,"Paulista, Maria Farinha",3 quartos | 56m² | Condomínio: R$ 0 | 1 vaga
322,R$ 45.000R$ 65.000,"São Lourenço da Mata, Muribara",2 quartos | 50m² | Condomínio: R$ 195 | 1 vaga
323,R$ 305.012,"Jaboatão dos Guararapes, Piedade",2 quartos | 56m² | 2 vagas
324,R$ 50.000,"Paulista, Maranguape I",2 quartos | 49m² | Condomínio: R$ 20
325,R$ 60.000,"Paulista, Maranguape I",3 quartos | 51m² | Condomínio: R$ 20
326,R$ 100.000,"Paulista, Maria Farinha",2 quartos | 54m² | Condomínio: R$ 50 | 1 vaga
327,R$ 50.000,"Jaboatão dos Guararapes, Curado",2 quartos | 49m² | Condomínio: R$ 20
328,R$ 280.000,"Recife, Madalena",3 quartos | 79m² | Condomínio: R$ 650 | 1 vaga
329,R$ 275.000,"Recife, Aflitos",2 quartos | 50m² | Condomínio: R$ 720 | 1 vaga
330,R$ 1.490.000,"Recife, Boa Viagem",4 quartos | 185m² | Condomínio: R$ 750 | 2 vagas
331,R$ 188.001,"Recife, Tejipió",2 quartos | 47m² | 1 vaga
332,R$ 1.045,"Recife, Torre",0m²
333,R$ 690.000,"Recife, Boa Viagem",3 quartos | 102m² | Condomínio: R$ 800 | 2 vagas
334,R$ 122.001,"Jaboatão dos Guararapes, Dois Carneiros",2 quartos | 47m² | 1 vaga
335,R$ 380.000,"Recife, Boa Viagem",3 quartos | 72m² | Condomínio: R$ 350 | 2 vagas
336,R$ 450.000R$ 690.000,"Recife, Boa Viagem",2 quartos | 97m² | Condomínio: R$ 791 | 2 vagas
337,R$ 159.001,"Jaboatão dos Guararapes, Candeias",2 quartos | 45m² | 1 vaga
338,R$ 330.000,"Recife, Iputinga",3 quartos | 1 vaga
339,R$ 275.000R$ 280.000,"Recife, Caxangá",2 quartos | 55m² | Condomínio: R$ 380 | 1 vaga
340,R$ 136.001,"Jaboatão dos Guararapes, Candeias",2 quartos | 47m² | 1 vaga
341,R$ 144.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 50m² | 1 vaga
342,R$ 610.005,"Recife, Espinheiro",3 quartos | 105m² | 2 vagas
343,R$ 325.000,"Recife, Boa Viagem",2 quartos | 60m² | Condomínio: R$ 530 | 2 vagas
344,R$ 550.087,"Recife, Madalena",3 quartos | 150m² | 1 vaga
345,R$ 170.000,"Caruaru, Maurício de Nassau",2 quartos | 1 vaga
346,R$ 380.000,"Olinda, Bairro Novo",3 quartos | 73m² | Condomínio: R$ 380 | 1 vaga
347,R$ 354.005,"Recife, Espinheiro",2 quartos | 51m² | 1 vaga
348,R$ 250.000,"Recife, Várzea",2 quartos | 46m² | 1 vaga
349,R$ 280.004,"Recife, Torre",2 quartos | 43m² | 1 vaga
350,R$ 780.007,"Recife, Santo Amaro",3 quartos | 121m² | 1 vaga
351,R$ 290.000,"Recife, Encruzilhada",3 quartos | 58m² | 1 vaga
352,R$ 245.000,"Jaboatão dos Guararapes, Centro",2 quartos | 53m² | Condomínio: R$ 350 | 1 vaga
353,R$ 690.000,"Olinda, Bairro Novo",3 quartos | 112m² | Condomínio: R$ 950 | 2 vagas
354,R$ 220.000,"Jaboatão dos Guararapes, Piedade",1 quarto | 30m² | 1 vaga
355,R$ 380.001,"Recife, Recife",3 quartos | 65m² | 1 vaga
356,R$ 300.000,"Paulista, Janga",3 quartos | 100m² | Condomínio: R$ 300 | 1 vaga
357,R$ 255.000,"Recife, Várzea",2 quartos | 48m² | 1 vaga
358,R$ 170.000,"Recife, Cordeiro",2 quartos | 70m² | Condomínio: R$ 250 | 1 vaga
359,R$ 365.490,"Jaboatão dos Guararapes, Piedade",2 quartos | 56m² | 2 vagas
360,R$ 660.000,"Recife, Boa Viagem",3 quartos | 115m² | Condomínio: R$ 1.100 | 2 vagas
361,R$ 312.000,"Recife, Madalena",2 quartos | 52m² | 1 vaga
362,R$ 1.290.000,"Recife, Jaqueira",4 quartos | 205m² | Condomínio: R$ 1.200 | 2 vagas
363,R$ 181.450R$ 189.000,"Recife, Imbiribeira",2 quartos | 45m² | 1 vaga
364,R$ 319.900,"Recife, Várzea",2 quartos | 53m² | 1 vaga
365,R$ 325,"Jaboatão dos Guararapes, Piedade",2 quartos | 47m² | 1 vaga
366,R$ 514.200,"Recife, Boa Viagem",3 quartos | 77m² | 1 vaga
367,R$ 250.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 56m² | 1 vaga
368,R$ 179.000,"Recife, Campo Grande",2 quartos | 79m² | Condomínio: R$ 350 | 1 vaga
369,R$ 462.001,"Recife, Boa Vista",2 quartos | 73m² | 1 vaga
370,R$ 660.955,"Recife, Parnamirim",3 quartos | 94m² | 2 vagas
371,R$ 580.000,"Recife, Torre",3 quartos | 88m² | Condomínio: R$ 785 | 2 vagas
372,,"Recife, Graças",3 quartos | 66m² | 2 vagas
373,R$ 278.000,"Recife, Boa Viagem",1 quarto | 29m²
374,,"Recife, Graças",2 quartos | 53m² | 1 vaga
375,R$ 220.000,"Recife, Boa Viagem",3 quartos | 91m² | 1 vaga
376,,"São Lourenço da Mata, Parque Capibaribe",3 quartos | 96m² | 2 vagas
377,R$ 691.000,"Recife, Madalena",2 quartos | 42m² | Condomínio: R$ 0 | 1 vaga
378,R$ 122.000,"Jaboatão dos Guararapes, Barra de Jangada",1 quarto | 42m² | Condomínio: R$ 370 | 1 vaga
379,R$ 135.000,"Caruaru, Maurício de Nassau",2 quartos | 45m² | 1 vaga
380,R$ 159.999,"Jaboatão dos Guararapes, Candeias",2 quartos | 45m² | 1 vaga
381,R$ 165.000,"Jaboatão dos Guararapes, Candeias",1 quarto | 33m² | Condomínio: R$ 521 | 1 vaga
382,R$ 280.000,"Recife, Boa Viagem",1 quarto | 60m² | Condomínio: R$ 0
383,R$ 60.000,"Jaboatão dos Guararapes, Barra de Jangada",4 quartos | 395m² | Condomínio: R$ 3.400 | 3 vagas
384,R$ 2.400.000,"Recife, Parnamirim",3 quartos | 63m² | Condomínio: R$ 488 | 1 vaga
385,R$ 486.500,"Recife, Torre",5 ou mais quarto | 849m² | 5 ou mais vaga
386,R$ 2.405.000,Ipojuca,2 quartos | 42m² | 1 vaga
387,R$ 149.000,"Paulista, Maranguape I",2 quartos | 45m² | 1 vaga
388,R$ 159.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 75m² | Condomínio: R$ 550 | 1 vaga
389,R$ 500.000,"Recife, Boa Viagem",2 quartos | 49m² | Condomínio: R$ 0 | 1 vaga
390,R$ 132.000,"Jaboatão dos Guararapes, Candeias",1 quarto | 37m² | Condomínio: R$ 450 | 1 vaga
391,R$ 235.000,"Recife, Graças",3 quartos | 64m² | Condomínio: R$ 180 | 1 vaga
392,R$ 169.990,"Paulista, Centro",3 quartos | 76m² | Condomínio: R$ 200 | 1 vaga
393,R$ 245.000,"Paulista, Nobre",2 quartos | 61m² | 1 vaga
394,R$ 250.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 60m² | Condomínio: R$ 450 | 1 vaga
395,R$ 319.000,"Recife, Cordeiro",3 quartos | 64m² | 1 vaga
396,R$ 340.400,"Recife, Caxangá",3 quartos | 180m² | Condomínio: R$ 1.700 | 2 vagas
397,R$ 870.000,"Recife, Boa Viagem",4 quartos | 238m² | Condomínio: R$ 1.450 | 2 vagas
398,R$ 820.000,"Jaboatão dos Guararapes, Piedade",5 ou mais quarto | 849m² | 5 ou mais vaga
399,R$ 2.401.000,Ipojuca,3 quartos | 109m² | Condomínio: R$ 1.000 | 2 vagas
400,R$ 750R$ 780.000,"Recife, Imbiribeira",2 quartos | 45m² | 1 vaga
401,R$ 160.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 75m² | Condomínio: R$ 350 | 1 vaga
402,R$ 200.000,"Recife, Boa Viagem",2 quartos | 50m² | Condomínio: R$ 450 | 1 vaga
403,R$ 225.000,"Recife, Engenho do Meio",3 quartos | 89m² | 2 vagas
404,R$ 500.000,"Recife, Torre",3 quartos | 73m² | 1 vaga
405,R$ 385.000,"Olinda, Bairro Novo",2 quartos | 1 vaga
406,R$ 215.000,Olinda,2 quartos | 1 vaga
407,R$ 104.000,Abreu e Lima,3 quartos | 57m² | 1 vaga
408,R$ 136.000,"São Lourenço da Mata, Centro",1 quarto | 40m² | Condomínio: R$ 350 | 1 vaga
409,R$ 160.000,"Caruaru, Universitário",5 ou mais quarto | 849m² | 5 ou mais vaga
410,R$ 2.400.000,Ipojuca,4 quartos | 177m² | Condomínio: R$ 1.404 | 2 vagas
411,R$ 460.000,"Recife, Madalena",2 quartos | 50m² | 1 vaga
412,R$ 144.000,"Jaboatão dos Guararapes, Candeias",4 quartos | 135m² | 2 vagas
413,R$ 780.000,"Olinda, Casa Caiada",1 quarto | 33m² | 1 vaga
414,R$ 264.112,"Recife, São José",4 quartos | 132m² | Condomínio: R$ 1.045 | 2 vagas
415,R$ 830.000,"Recife, Parnamirim",3 quartos | 65m² | Condomínio: R$ 300 | 1 vaga
416,R$ 250.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 50m² | Condomínio: R$ 0 | 2 vagas
417,R$ 304.000R$ 458.000,"Recife, Casa Amarela",3 quartos | 59m² | Condomínio: R$ 275 | 1 vaga
418,R$ 190.000,"Recife, Iputinga",2 quartos | 1 vaga
419,R$ 121.325,"Paulista, Pau Amarelo",2 quartos | 42m² | 1 vaga
420,R$ 122.000,"Paulista, Jardim Maranguape",4 quartos | 280m² | 3 vagas
421,R$ 2.700.000,"Recife, Boa Viagem",2 quartos | 50m² | Condomínio: R$ 720 | 1 vaga
422,R$ 260.000,"Recife, Aflitos",2 quartos | 58m² | Condomínio: R$ 665 | 2 vagas
423,R$ 381.600,"Itapissuma, Povoado de Botafogo",4 quartos | 130m² | Condomínio: R$ 1.150 | 2 vagas
424,R$ 900.000R$ 950.000,"Recife, Dois Irmãos",2 quartos | 39m² | Condomínio: R$ 260 | 1 vaga
425,R$ 130.000,"Jaboatão dos Guararapes, Piedade",4 quartos | 128m² | 2 vagas
426,R$ 575.000,"Recife, Boa Viagem",3 quartos | 60m² | 1 vaga
427,R$ 315.000,"Recife, Mangabeira",1 quarto | 36m² | 1 vaga
428,,"Jaboatão dos Guararapes, Candeias",3 quartos | 66m² | 1 vaga
429,R$ 404.760,"Jaboatão dos Guararapes, Piedade",2 quartos | 60m² | Condomínio: R$ 180 | 1 vaga
430,R$ 115.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 46m² | Condomínio: R$ 0 | 1 vaga
431,R$ 134.000,"Jaboatão dos Guararapes, Dois Carneiros",3 quartos | 93m² | 2 vagas
432,R$ 738.000,"Recife, Boa Viagem",3 quartos | 84m² | Condomínio: R$ 520 | 2 vagas
433,R$ 430.000R$ 450.000,"Recife, Caxangá",2 quartos | 55m² | Condomínio: R$ 980 | 1 vaga
434,R$ 650.000,Ipojuca,3 quartos | 89m² | Condomínio: R$ 550 | 1 vaga
435,R$ 230.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 45m² | Condomínio: R$ 200 | 1 vaga
436,R$ 160.000,"Camaragibe, Timbí",2 quartos | 42m² | 1 vaga
437,R$ 122.000,"Recife, Boa Viagem",2 quartos | 50m² | Condomínio: R$ 0 | 1 vaga
438,R$ 124.500,"São Lourenço da Mata, Centro",2 quartos | 50m² | Condomínio: R$ 0 | 1 vaga
439,R$ 141.000,"Camaragibe, Timbí",2 quartos | 45m² | Condomínio: R$ 0 | 1 vaga
440,R$ 145.000,"Jaboatão dos Guararapes, Socorro",2 quartos | 43m² | Condomínio: R$ 300 | 1 vaga
441,R$ 260.000,"Recife, Madalena",2 quartos | 1 vaga
442,R$ 124.500,"São Lourenço da Mata, Muribara",1 quarto | 25m² | 1 vaga
443,R$ 164.000,"Recife, Boa Vista",2 quartos | 61m² | 1 vaga
444,R$ 194.037,"Paulista, Centro",3 quartos | 76m² | 1 vaga
445,R$ 225.625,"Paulista, Centro",2 quartos | 48m² | Condomínio: R$ 0 | 1 vaga
446,R$ 150.000,"Jaboatão dos Guararapes, Sucupira",2 quartos | 47m² | Condomínio: R$ 0 | 1 vaga
447,R$ 149.998,"Jaboatão dos Guararapes, Sucupira",2 quartos | 44m² | Condomínio: R$ 0 | 1 vaga
448,R$ 600,"Igarassu, Inhamã",2 quartos | 48m² | Condomínio: R$ 0 | 1 vaga
449,R$ 149.999,"Jaboatão dos Guararapes, Sucupira",3 quartos | 80m² | 2 vagas
450,R$ 480.000,"Recife, Boa Viagem",2 quartos | 64m² | 1 vaga
451,R$ 370.000,"Recife, Cordeiro",2 quartos | 45m² | 1 vaga
452,R$ 142.000,"Recife, Boa Viagem",3 quartos | 113m² | Condomínio: R$ 450 | 1 vaga
453,R$ 250.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 52m² | 1 vaga
454,R$ 240.000,"Olinda, Bairro Novo",3 quartos | 144m² | 3 vagas
455,R$ 750.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 54m² | 1 vaga
456,R$ 125.000,"São Lourenço da Mata, Pixete",3 quartos | 400m²
457,R$ 680.000,"Belo Jardim, Edson Mororó Moura",3 quartos | 90m² | Condomínio: R$ 750 | 1 vaga
458,R$ 440.000,"Recife, Encruzilhada",2 quartos | 42m² | Condomínio: R$ 0 | 1 vaga
459,R$ 155.000,"Paulista, Maranguape I",4 quartos | 226m² | 3 vagas
460,R$ 930.000,"Recife, Boa Viagem",4 quartos | 130m² | 2 vagas
461,R$ 950.000,"Recife, Ilha do Retiro",2 quartos | 56m² | 2 vagas
462,R$ 239.000,"Recife, Iputinga",4 quartos | 120m² | Condomínio: R$ 900 | 2 vagas
463,R$ 1.080.000,"Recife, Pina",3 quartos | 50m² | Condomínio: R$ 330 | 1 vaga
464,R$ 180.000,"Recife, Imbiribeira",1 quarto | 30m² | Condomínio: R$ 250 | 1 vaga
465,R$ 159.000,"Recife, Afogados",2 quartos | 42m² | Condomínio: R$ 0 | 1 vaga
466,R$ 155.000,"Paulista, Maranguape I",2 quartos | 55m² | 1 vaga
467,R$ 140.000,"Caruaru, Indianópolis",4 quartos | 188m² | 3 vagas
468,R$ 1.781.004,"Recife, Dois Irmãos",4 quartos | 188m² | 3 vagas
469,R$ 1.781.002,"Recife, Dois Irmãos",3 quartos | 75m² | 1 vaga
470,R$ 170.000,"Jaboatão dos Guararapes, Candeias",4 quartos | 188m² | 3 vagas
471,R$ 1.781.008,"Recife, Dois Irmãos",4 quartos | 95m² | Condomínio: R$ 600 | 2 vagas
472,R$ 320.000,"Recife, Prado",4 quartos | 188m² | 3 vagas
473,R$ 1.781.005,"Recife, Dois Irmãos",4 quartos | 188m² | 3 vagas
474,R$ 1.781.000,"Recife, Dois Irmãos",4 quartos | 152m² | 2 vagas
475,R$ 1.465.261,"Recife, Pina",4 quartos | 137m² | Condomínio: R$ 1.150
476,R$ 490.000,"Olinda, Casa Caiada",4 quartos | 180m² | 2 vagas
477,R$ 1.155.000,"Recife, Boa Viagem",3 quartos | 81m² | 2 vagas
478,R$ 713.003,"Recife, Boa Viagem",4 quartos | 158m² | Condomínio: R$ 900 | 3 vagas
479,R$ 1.100.000,"Recife, Casa Amarela",4 quartos | 158m² | 2 vagas
480,R$ 1.200.002,"Recife, Boa Viagem",3 quartos | 66m² | 2 vagas
481,,"Recife, Tamarineira",2 quartos | 51m² | 1 vaga
482,,"Recife, Tamarineira",3 quartos | 73m² | 1 vaga
483,R$ 525.000,"Recife, Espinheiro",2 quartos | 47m² | Condomínio: R$ 0 | 1 vaga
484,R$ 122.000,"Jaboatão dos Guararapes, Dois Carneiros",4 quartos | 235m² | Condomínio: R$ 0 | 3 vagas
485,R$ 3.000.000,"Recife, Boa Viagem",4 quartos | 123m² | 2 vagas
486,R$ 728.074,"Recife, Madalena",3 quartos | 89m² | 2 vagas
487,R$ 669.040,"Jaboatão dos Guararapes, Candeias",3 quartos | 170m² | Condomínio: R$ 800 | 1 vaga
488,R$ 589.999R$ 590.000,"Recife, Boa Viagem",3 quartos | 60m² | Condomínio: R$ 20 | 1 vaga
489,R$ 70.000,"Olinda, Rio Doce",3 quartos | 70m² | Condomínio: R$ 480 | 1 vaga
490,R$ 270.000,"Olinda, Casa Caiada",2 quartos | 60m² | Condomínio: R$ 130 | 1 vaga
491,R$ 155.000R$ 165.000,"Olinda, Casa Caiada",2 quartos | 47m² | Condomínio: R$ 290 | 1 vaga
492,R$ 235.000,"Recife, Várzea",3 quartos | 81m² | 2 vagas
493,R$ 713.010,"Recife, Boa Viagem",4 quartos | 137m² | 2 vagas
494,R$ 849.999,"Recife, Boa Viagem",3 quartos | 81m² | 2 vagas
495,R$ 713.008,"Recife, Boa Viagem",3 quartos | 60m² | Condomínio: R$ 477 | 1 vaga
496,R$ 400.000,"Recife, Espinheiro",3 quartos | 81m² | 2 vagas
497,R$ 713.001,"Recife, Boa Viagem",3 quartos | 81m² | 2 vagas
498,R$ 713.009,"Recife, Boa Viagem",2 quartos | 60m²
499,R$ 165.000R$ 179.000,"Olinda, Rio Doce",3 quartos | 105m² | 2 vagas
500,R$ 650.000R$ 670.000,"Recife, Boa Viagem",4 quartos | 158m² | 2 vagas
501,R$ 1.200.004,"Recife, Boa Viagem",4 quartos | 158m² | 2 vagas
502,R$ 1.200.005,"Recife, Boa Viagem",5 ou mais quarto | 165m² | 3 vagas
503,R$ 1.058.000,"Recife, Apipucos",4 quartos | 158m² | 2 vagas
504,R$ 1.200.001,"Recife, Boa Viagem",4 quartos | 158m² | 2 vagas
505,R$ 1.200.008,"Recife, Boa Viagem",3 quartos | 81m² | 3 vagas
506,R$ 713.000,"Recife, Boa Viagem",3 quartos | 81m² | 2 vagas
507,R$ 713.005,"Recife, Boa Viagem",3 quartos | 81m² | 2 vagas
508,R$ 713.007,"Recife, Boa Viagem",3 quartos | 81m² | 2 vagas
509,R$ 713.004,"Recife, Boa Viagem",3 quartos | 65m² | Condomínio: R$ 300 | 1 vaga
510,R$ 240.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 60m² | Condomínio: R$ 30 | 1 vaga
511,R$ 84.900,"Olinda, Jardim Atlântico",4 quartos | 113m² | 2 vagas
512,R$ 952.216,"Recife, Rosarinho",2 quartos | 57m² | 1 vaga
513,R$ 370.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 80m² | Condomínio: R$ 500 | 1 vaga
514,R$ 240.000R$ 245.000,"Olinda, Jardim Atlântico",4 quartos | 126m² | Condomínio: R$ 920 | 2 vagas
515,R$ 540.000R$ 550.000,"Recife, Derby",2 quartos | 53m² | 2 vagas
516,R$ 332.006,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 53m² | 1 vaga
517,R$ 332.004,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 53m² | 1 vaga
518,R$ 332.003,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 53m² | 2 vagas
519,R$ 332.100,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 53m² | 2 vagas
520,R$ 332.008,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 53m² | 1 vaga
521,R$ 332.001,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 53m² | 1 vaga
522,R$ 332.002,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 53m² | 1 vaga
523,R$ 332.007,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 53m² | 1 vaga
524,R$ 332.005,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 47m² | 1 vaga
525,R$ 139.990,"Recife, Paissandu",2 quartos | 42m² | Condomínio: R$ 0 | 1 vaga
526,R$ 155.000,"Jaboatão dos Guararapes, Engenho Velho",2 quartos | 42m² | Condomínio: R$ 0 | 1 vaga
527,R$ 155.000,"Jaboatão dos Guararapes, Engenho Velho",2 quartos | 1 vaga
528,R$ 215.000,Olinda,3 quartos | 65m² | 2 vagas
529,R$ 280.000,"Caruaru, Indianópolis",2 quartos | 1 vaga
530,R$ 150.000,Ilha de Itamaracá,4 quartos | 181m² | 3 vagas
531,R$ 1.364.007,"Recife, Casa Forte",4 quartos | 207m² | 3 vagas
532,R$ 1.390.010,"Recife, Recife",4 quartos | 207m² | 3 vagas
533,R$ 1.390.014,"Recife, Recife",4 quartos | 207m² | 3 vagas
534,R$ 1.390.009,"Recife, Recife",4 quartos | 207m² | 3 vagas
535,R$ 1.390.006,"Recife, Recife",4 quartos | 207m² | 3 vagas
536,R$ 1.390.004,"Recife, Recife",4 quartos | 207m² | 3 vagas
537,R$ 1.390.002,"Recife, Recife",4 quartos | 207m² | 3 vagas
538,R$ 1.390.007,"Recife, Recife",4 quartos | 207m² | 3 vagas
539,R$ 1.390.005,"Recife, Recife",3 quartos | 81m² | 2 vagas
540,R$ 515.000,"Recife, Boa Viagem",1 quarto | 40m² | Condomínio: R$ 800 | 1 vaga
541,R$ 350.000,"Recife, Pina",3 quartos | 93m² | Condomínio: R$ 850 | 1 vaga
542,R$ 340.000,"Recife, Graças",4 quartos | 181m² | 3 vagas
543,R$ 1.364.008,"Recife, Casa Forte",1 quarto | 50m² | 1 vaga
544,R$ 120.000,"Jaboatão dos Guararapes, Piedade",1 quarto | 36m² | Condomínio: R$ 477 | 2 vagas
545,R$ 188.000,Gravatá,5 ou mais quarto | 135m² | 2 vagas
546,R$ 732.248,"Recife, Ilha do Retiro",4 quartos | 181m² | 3 vagas
547,R$ 1.364.003,"Recife, Casa Forte",3 quartos | 128m² | Condomínio: R$ 790 | 1 vaga
548,R$ 450.000,"Recife, Linha do Tiro",4 quartos | 181m² | 3 vagas
549,R$ 1.364.005,"Recife, Casa Forte",2 quartos | 51m² | Condomínio: R$ 0 | 1 vaga
550,R$ 120.000,"Abreu e Lima, Planalto",3 quartos | 60m² | Condomínio: R$ 350 | 1 vaga
551,R$ 240.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 89m² | 2 vagas
552,R$ 650.004,"Jaboatão dos Guararapes, Centro",3 quartos | 89m² | 2 vagas
553,R$ 650.010R$ 6.500.008,"Jaboatão dos Guararapes, Centro",4 quartos | 181m² | 3 vagas
554,R$ 1.364.006,"Recife, Casa Forte",4 quartos | 181m² | 3 vagas
555,R$ 1.364.000,"Recife, Casa Forte",4 quartos | 181m² | 3 vagas
556,R$ 1.364.001,"Recife, Casa Forte",4 quartos | 181m² | 3 vagas
557,R$ 1.364.002,"Recife, Casa Forte",3 quartos | 155m² | Condomínio: R$ 930 | 2 vagas
558,R$ 650.000,"Recife, Boa Viagem",4 quartos | 181m² | 3 vagas
559,R$ 1.364.004,"Recife, Casa Forte",2 quartos | 42m² | Condomínio: R$ 0 | 1 vaga
560,R$ 145.000,"Camaragibe, Estação Nova",2 quartos | 42m² | 1 vaga
561,R$ 145.000,"Camaragibe, Estação Nova",3 quartos | 89m² | 2 vagas
562,R$ 650.006,"Jaboatão dos Guararapes, Centro",3 quartos | 89m² | 2 vagas
563,R$ 650.002,"Jaboatão dos Guararapes, Centro",3 quartos | 89m² | 2 vagas
564,R$ 650.000,"Jaboatão dos Guararapes, Centro",3 quartos | 158m² | 3 vagas
565,R$ 3.345.000,"Recife, Boa Viagem",3 quartos | 82m² | Condomínio: R$ 580 | 2 vagas
566,R$ 514.990R$ 529.000,"Recife, Casa Amarela",3 quartos | 89m² | 2 vagas
567,R$ 650.003,"Jaboatão dos Guararapes, Centro",3 quartos | 89m² | 2 vagas
568,R$ 650.009,"Jaboatão dos Guararapes, Centro",3 quartos | 56m² | 1 vaga
569,R$ 136.000,"São Lourenço da Mata, Pixete",2 quartos | 54m² | Condomínio: R$ 1 | 1 vaga
570,R$ 184.000,"Paulista, Janga",3 quartos | 89m² | 2 vagas
571,R$ 650.007,"Jaboatão dos Guararapes, Centro",3 quartos | 89m² | 2 vagas
572,R$ 650.001,"Jaboatão dos Guararapes, Centro",3 quartos | 89m² | 2 vagas
573,R$ 650.005,"Jaboatão dos Guararapes, Centro",3 quartos | 69m² | Condomínio: R$ 560 | 1 vaga
574,R$ 245.000,"Recife, Torre",2 quartos | 58m²
575,R$ 236.436,"Jaboatão dos Guararapes, Candeias",3 quartos | 121m² | 2 vagas
576,R$ 808.004,"Recife, Santo Amaro",3 quartos | 121m² | 2 vagas
577,R$ 808.000,"Recife, Santo Amaro",3 quartos | 121m² | 2 vagas
578,R$ 808.006,"Recife, Santo Amaro",2 quartos | 45m² | 1 vaga
579,R$ 165.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 65m² | 1 vaga
580,R$ 310.000,"Recife, Campo Grande",3 quartos | 92m² | 2 vagas
581,R$ 495.000,"Recife, Torre",1 quarto | 0m² | 1 vaga
582,R$ 192.000,Ipojuca,2 quartos | 60m² | Condomínio: R$ 600 | 1 vaga
583,R$ 350.000,"Recife, Boa Viagem",2 quartos | 48m² | Condomínio: R$ 0 | 1 vaga
584,R$ 120.000,"Paulista, Nossa Senhora da Conceição",2 quartos | 54m² | 1 vaga
585,R$ 139.000,"Paulista, Pau Amarelo",2 quartos | 58m² | Condomínio: R$ 230 | 1 vaga
586,R$ 190.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 173m² | Condomínio: R$ 1.200 | 2 vagas
587,R$ 599.000,"Recife, Encruzilhada",2 quartos | 54m² | Condomínio: R$ 541 | 1 vaga
588,R$ 390.000,"Recife, Ilha do Leite",3 quartos | 100m² | Condomínio: R$ 730 | 1 vaga
589,R$ 260.000,"Recife, Boa Viagem",3 quartos | 65m² | Condomínio: R$ 400 | 1 vaga
590,R$ 310.000,"Jaboatão dos Guararapes, Candeias",4 quartos | 268m² | 5 ou mais vaga
591,R$ 2.426.000,"Recife, Brasília Teimosa",4 quartos | 156m² | Condomínio: R$ 1.150 | 2 vagas
592,R$ 950.000,"Recife, Boa Viagem",3 quartos | 80m² | Condomínio: R$ 700 | 1 vaga
593,R$ 400.000,"Olinda, Casa Caiada",4 quartos | 180m² | Condomínio: R$ 1.130 | 2 vagas
594,R$ 650.000,"Recife, Boa Viagem",2 quartos | 52m² | 1 vaga
595,R$ 270.000,"Recife, Madalena",2 quartos | 49m² | 1 vaga
596,R$ 275.000,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 48m² | 1 vaga
597,R$ 220.000,"Recife, Boa Viagem",4 quartos | 195m² | Condomínio: R$ 1.480 | 2 vagas
598,R$ 569.000R$ 665.000,"Recife, Espinheiro",3 quartos | 70m² | Condomínio: R$ 275 | 2 vagas
